A1,77.5146331892455,28.887014059813257
A2,77.35795744904493,28.579438217343405
A3,77.56757717289989,28.701361514704185
A4,77.13958406862895,28.924572103883
A5,77.68569710161304,28.743535323719218
A6,77.447782441938,28.697482052531328
A7,77.09466367145504,28.6364182912717
A8,77.48409222281089,28.81883073060582
A9,77.16886055629912,28.466454125136373
A10,77.1057636633932,28.66771309864429
A11,77.65165912615298,28.58326091700498
A12,77.62558732310674,28.95953658350731
A13,77.62495497248717,28.577448681638888
A14,77.67312722510113,28.79867711021763
A15,77.09759095092447,28.97748300776275
A16,77.3093995705715,28.70524432874026
A17,77.19296405752377,28.92403218972185
A18,77.66511610587482,28.67391972225562
A19,77.4931839856127,28.796616624497663
A20,77.38845103281254,28.96905000608399
